,Allotted Quota,Allotted Institute,Course,Alloted Category,R1,R2,Mop Up,Stray Vacancy,SP Stray Vacancy
4310,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (PAEDIATRICS),ST,22618,-,-,-,-
4311,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (MICROBIOLOGY),OBC,23013,-,-,-,-
4312,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (PHYSIOLOGY),Open,27650,-,-,-,-
4313,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,28471,-,-,-,-
4314,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (BIOCHEMISTRY),Open,31028,-,-,-,-
4315,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),ST,33199,-,-,-,-
4316,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (BIOCHEMISTRY),OBC,33531,-,-,-,-
4317,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",MD/MS (Anatomy),Open,36265,-,-,-,-
4318,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.S. (GENERAL SURGERY),ST,38067,-,-,-,-
4319,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,ST,38480,-,-,-,-
4320,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (MICROBIOLOGY),SC,39990,-,-,-,-
4321,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.S. (E.N.T.),ST,42818,-,-,-,-
4322,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",MD/MS (Anatomy),OBC,43688,-,-,-,-
4323,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (BIOCHEMISTRY),SC,43695,-,-,-,-
4324,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. GERIATRICS,ST,44965,-,-,-,-
4325,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.S. (OPHTHALMOLOGY),ST,47129,-,-,-,-
4326,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,EWS,48169,-,-,-,-
4327,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (ANAESTHESIOLOGY),ST,49774,-,-,-,-
4328,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,ST,52701,-,-,-,-
4329,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (PSYCHIATRY),ST,59296,-,-,-,-
4330,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (RADIO-DIAGNOSIS),Open,374,-,-,-,-
4331,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (RADIO-DIAGNOSIS),OBC,387,-,-,-,-
4332,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (GENERAL MEDICINE),Open,715,-,-,-,-
4333,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (GENERAL MEDICINE),OBC,948,-,-,-,-
4334,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",Open,1228,-,-,-,-
4335,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PAEDIATRICS),Open,1261,-,-,-,-
4336,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PAEDIATRICS),OBC,1536,-,-,-,-
4337,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),Open,2489,-,-,-,-
4338,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),OBC,2708,-,-,-,-
4339,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),OBC,2734,-,-,-,-
4340,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (RADIO-DIAGNOSIS),SC,2796,-,-,-,-
4341,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (GENERAL MEDICINE),EWS,2881,-,-,-,-
4342,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (GENERAL MEDICINE),SC,3096,-,-,-,-
4343,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,3144,-,-,-,-
4344,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,3404,-,-,-,-
4345,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (GENERAL SURGERY),Open,3458,-,-,-,-
4346,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (ORTHOPAEDICS),Open,3583,-,-,-,-
4347,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (GENERAL SURGERY),OBC,3914,-,-,-,-
4348,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (ORTHOPAEDICS),OBC,5095,-,-,-,-
4349,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (E.N.T.),Open,5757,-,-,-,-
4350,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),EWS,7578,-,-,-,-
4351,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (ANAESTHESIOLOGY),Open,7608,-,-,-,-
4352,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (OPHTHALMOLOGY),Open,7634,-,-,-,-
4353,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (E.N.T.),OBC,7711,-,-,-,-
4354,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PSYCHIATRY),OBC,7966,-,-,-,-
4355,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (OPHTHALMOLOGY),OBC,7972,-,-,-,-
4356,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (ANAESTHESIOLOGY),OBC,8292,-,-,-,-
4357,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (GENERAL SURGERY),EWS,8452,-,-,-,-
4358,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (GENERAL SURGERY),SC,10506,-,-,-,-
4359,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (ORTHOPAEDICS),EWS,11016,-,-,-,-
4360,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,Open,11492,-,-,-,-
4361,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PATHOLOGY),Open,11992,-,-,-,-
4362,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (ORTHOPAEDICS),SC,12215,-,-,-,-
4363,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PATHOLOGY),OBC,12332,-,-,-,-
4364,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),SC,13600,-,-,-,-
4365,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),SC,15400,-,-,-,-
4366,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (OPHTHALMOLOGY),EWS,16100,-,-,-,-
4367,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (ANAESTHESIOLOGY),SC,17585,-,-,-,-
4368,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (OPHTHALMOLOGY),SC,17864,-,-,-,-
4369,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (MICROBIOLOGY),Open,18186,-,-,-,-
4370,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PHARMACOLOGY),Open,18227,-,-,-,-
4371,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (ANAESTHESIOLOGY),EWS,20233,-,-,-,-
4372,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,20721,-,-,-,-
4373,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PSYCHIATRY),EWS,21089,-,-,-,-
4374,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PATHOLOGY),SC,25512,-,-,-,-
4375,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (GENERAL MEDICINE),ST,25946,-,-,-,-
4376,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PAEDIATRICS),ST,28330,-,-,-,-
4377,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (BIOCHEMISTRY),OBC,31156,-,-,-,-
4378,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (FORENSIC MEDICINE),SC,31337,-,-,-,-
4379,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,33610,-,-,-,-
4380,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PATHOLOGY),EWS,35050,-,-,-,-
4381,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),ST,35329,-,-,-,-
4382,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PHYSIOLOGY),OBC,35392,-,-,-,-
4383,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (ANAESTHESIOLOGY),ST,39678,-,-,-,-
4384,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (GENERAL SURGERY),ST,45988,-,-,-,-
4385,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.S. (OPHTHALMOLOGY),ST,47544,-,-,-,-
4386,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",MD/MS (Anatomy),OBC,48925,-,-,-,-
4387,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PSYCHIATRY),ST,61288,-,-,-,-
4388,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",Open,1067,-,-,-,-
4389,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (GENERAL MEDICINE),Open,2011,-,-,-,-
4390,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PAEDIATRICS),Open,2640,-,-,-,-
4391,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (GENERAL MEDICINE),OBC,3057,-,-,-,-
4392,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (GENERAL MEDICINE),EWS,3296,-,-,-,-
4393,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",SC,3841,-,-,-,-
4394,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,3982,-,-,-,-
4395,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PAEDIATRICS),OBC,5107,-,-,-,-
4396,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),Open,5402,-,-,-,-
4397,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,5503,-,-,-,-
4398,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (GENERAL MEDICINE),SC,6086,-,-,-,-
4399,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.S. (GENERAL SURGERY),Open,6704,-,-,-,-
4400,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.S. (OPHTHALMOLOGY),Open,6854,-,-,-,-
4401,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.S. (ORTHOPAEDICS),OBC,7353,-,-,-,-
4402,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),OBC,7793,-,-,-,-
4403,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (ANAESTHESIOLOGY),Open,9222,-,-,-,-
4404,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.S. (GENERAL SURGERY),OBC,10302,-,-,-,-
4405,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.S. (OPHTHALMOLOGY),OBC,14544,-,-,-,-
4406,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (ANAESTHESIOLOGY),OBC,14658,-,-,-,-
4407,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.S. (OPHTHALMOLOGY),EWS,17679,-,-,-,-
4408,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PATHOLOGY),Open,18449,-,-,-,-
4409,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),SC,20038,-,-,-,-
4410,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,20505,-,-,-,-
4411,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.S. (GENERAL SURGERY),SC,22006,-,-,-,-
4412,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,28911,-,-,-,-
4413,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PATHOLOGY),EWS,29151,-,-,-,-
4414,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PSYCHIATRY),SC,29154,-,-,-,-
4415,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.S. (OPHTHALMOLOGY),SC,31587,-,-,-,-
4416,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PATHOLOGY),OBC,31753,-,-,-,-
4417,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (ANAESTHESIOLOGY),SC,33410,-,-,-,-
4418,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,EWS,35318,-,-,-,-
4419,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),ST,37189,-,-,-,-
4420,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PATHOLOGY),SC,44656,-,-,-,-
4421,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.S. (GENERAL SURGERY),ST,47665,-,-,-,-
4422,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.S. (E.N.T.),ST,48868,-,-,-,-
4423,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,51209,-,-,-,-
4424,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (MICROBIOLOGY),OBC,51774,-,-,-,-
4425,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,ST,54227,-,-,-,-
4426,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (MICROBIOLOGY),SC,54388,-,-,-,-
4427,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",MD/MS (Anatomy),Open,55822,-,-,-,-
4428,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PATHOLOGY),ST,60305,-,-,-,-
4429,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (FORENSIC MEDICINE),OBC,63485,-,-,-,-
4430,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (MICROBIOLOGY),EWS,64128,-,-,-,-
4431,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PHARMACOLOGY),SC,77932,-,-,-,-
4432,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PHYSIOLOGY),Open,82966,-,-,-,-
4433,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PHARMACOLOGY),OBC,92006,-,-,-,-
4434,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (BIOCHEMISTRY),OBC,93013,-,-,-,-
4435,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",MD/MS (Anatomy),OBC,99040,-,-,-,-
4436,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.D. (RADIO-DIAGNOSIS),EWS,1313,-,-,-,-
4437,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.D. (GENERAL MEDICINE),Open,2165,-,-,-,-
4438,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.D. (GENERAL MEDICINE),OBC,3261,-,-,-,-
4439,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.D. (PAEDIATRICS),Open,3923,-,-,-,-
4440,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.D. (PAEDIATRICS),OBC,4536,-,-,-,-
4441,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",DIP.IN MEDICAL RADIO-DIAGNOSIS,OBC,5795,-,-,-,-
4442,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.S. (ORTHOPAEDICS),Open,6524,-,-,-,-
4443,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.S. (GENERAL SURGERY),Open,6693,-,-,-,-
4444,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.S. (GENERAL SURGERY),EWS,7082,-,-,-,-
4445,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.S. (ORTHOPAEDICS),EWS,7733,-,-,-,-
4446,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.S. (ORTHOPAEDICS),OBC,8588,-,-,-,-
